,Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Number of Presenters,Pitchers Average Age,Pitchers State,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Sharks in Deal,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present,Aman_deal,Namita_deal,Vineeta_deal,Anupam_deal,peyush_deal,Ritesh_deal,Amit_deal,deal_amount_per_shark,equity_per_shark,Boot Strapped
359,3,Nuvedo,13,360,22-Jan-24,31-Mar-24,07-Feb-24,Innovation Unleashed,Rahul Dua,Food and Beverage,2,Middle,Karnataka,50.0,3.0,1666.666667,0,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0,0,0,0,0,0,0,0,,,0
360,3,WALK,14,361,22-Jan-24,31-Mar-24,08-Feb-24,Pitch Perfect,Rahul Dua,Medical/Health,1,Young,Maharashtra,50.0,1.5,3333.333333,1,1.0,50.0,2.3,2173.913043,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,1,0,0,1,0,0,0,25.0,1.15,0
361,3,RajaRaniCoaching,14,362,22-Jan-24,31-Mar-24,08-Feb-24,Pitch Perfect,Rahul Dua,Beauty/Fashion,2,Young,Gujarat,130.0,5.0,2600.0,1,0.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,0,0,0,0,,,0
362,3,DecodeAge,14,363,22-Jan-24,31-Mar-24,08-Feb-24,Pitch Perfect,Rahul Dua,Medical/Health,3,Middle,Karnataka,100.0,1.25,8000.0,1,1.0,100.0,2.25,4444.444444,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,1,0,0,0,100.0,2.25,0
363,3,ALittleExtra,15,364,22-Jan-24,31-Mar-24,09-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,1,Middle,Assam,48.0,6.0,800.0,1,1.0,60.0,7.5,800.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,0,0,1,1,0,0,0,30.0,3.75,0
364,3,Assembly,15,365,22-Jan-24,31-Mar-24,09-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,2,Middle,Haryana,85.0,1.0,8500.0,1,0.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,0,0,0,0,0,0,0,,,0
365,3,NasherMiles,15,366,22-Jan-24,31-Mar-24,09-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,3,Middle,Maharashtra,300.0,0.75,40000.0,1,1.0,300.0,1.5,20000.0,5.0,,,1.0,1.0,1.0,1.0,,1.0,,,1,1,1,1,0,1,0,60.0,0.3,0
366,3,AltCo,16,367,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Food and Beverage,2,Middle,Karnataka,150.0,2.0,7500.0,0,,,,,,,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0,0,0,0,0,0,0,0,,,0
367,3,Without,16,368,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Beauty/Fashion,1,Middle,Maharashtra,75.0,1.0,7500.0,1,1.0,75.0,3.0,2500.0,2.0,Ronnie Screwvala,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0,0,0,0,0,1,0,0,37.5,1.5,0
368,3,Kibo,16,369,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Technology/Software,2,Middle,"Haryana,Gujarat",60.0,1.0,6000.0,1,1.0,60.0,6.0,1000.0,2.0,Ronnie Screwvala,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0,0,0,0,0,1,0,0,30.0,3.0,0
369,3,VOLD,17,370,22-Jan-24,31-Mar-24,13-Feb-24,Innovation On Display,Rahul Dua,Food and Beverage,1,Young,Maharashtra,50.0,2.0,2500.0,1,1.0,10.0,10.0,100.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1,0,0,0,0,0,0,10.0,10.0,0
370,3,Quirksmith,17,371,22-Jan-24,31-Mar-24,13-Feb-24,Innovation On Display,Rahul Dua,Beauty/Fashion,2,Middle,Uttar Pradesh,80.0,1.0,8000.0,1,0.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,0,0,0,0,,,0
371,3,UrbanSpace,17,372,22-Jan-24,31-Mar-24,13-Feb-24,Innovation On Display,Rahul Dua,Lifestyle/Home,2,Middle,Gujarat,180.0,1.0,18000.0,1,0.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,0,0,0,0,,,0
372,3,HyperLab,18,373,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Fitness/Sports/Outdoors,3,Young,Gujarat,10.0,1.0,1000.0,1,1.0,25.0,1.0,2500.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1,0,0,0,0,0,0,25.0,1.0,0
373,3,EcoBiotraps,18,374,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Animal/Pets,3,Middle,"Gujarat,Maharashtra",50.0,2.0,2500.0,1,0.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,0,0,0,0,,,0
374,3,Hoora,18,375,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Technology/Software,2,Middle,Maharashtra,80.0,2.0,4000.0,0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,0,0,0,0,,,0
375,3,YesMadam,19,376,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Beauty/Fashion,4,Middle,Delhi,150.0,0.5,30000.0,1,1.0,150.0,2.0,7500.0,4.0,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0,1,0,1,0,1,1,0,37.5,0.5,0
376,3,Zerodor,19,377,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Lifestyle/Home,2,Middle,"Gujarat,Maharashtra",100.0,3.0,3333.333333,1,0.0,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0,0,0,0,0,0,0,0,,,0
377,3,ToffeeCoffeeRoasters,19,378,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Food and Beverage,2,Middle,Karnataka,60.0,2.0,3000.0,1,1.0,35.0,2.33,1502.145923,1.0,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0,0,0,0,0,0,1,0,35.0,2.33,0
378,3,PushSports,20,379,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Fitness/Sports/Outdoors,2,Middle,Delhi,80.0,1.0,8000.0,1,1.0,80.0,4.0,2000.0,2.0,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0,0,0,1,0,1,0,0,40.0,2.0,0
379,3,ORBO,20,380,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Technology/Software,3,Middle,Maharashtra,100.0,0.75,13333.33333,1,1.0,100.0,1.0,10000.0,1.0,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0,0,0,1,0,0,0,0,100.0,1.0,0
380,3,CannazoIndia,20,381,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Beauty/Fashion,3,Middle,Maharashtra,150.0,5.0,3000.0,1,0.0,,,,,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0,0,0,0,0,0,0,0,,,0
381,3,Chefling,21,382,22-Jan-24,31-Mar-24,19-Feb-24,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,1,Young,Maharashtra,40.0,10.0,400.0,1,1.0,40.0,16.0,250.0,4.0,Azhar Iqubal,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0,0,1,0,0,1,0,1,10.0,4.0,0
382,3,IntenseFocus,21,383,22-Jan-24,31-Mar-24,19-Feb-24,Entrepreneurs Battle for Investment,Rahul Dua,Beauty/Fashion,1,Middle,Maharashtra,500.0,5.0,10000.0,0,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0,0,0,0,0,0,0,0,,,0
383,3,MilletAmma,21,384,22-Jan-24,31-Mar-24,19-Feb-24,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,2,Middle,Karnataka,100.0,3.0,3333.333333,0,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0,0,0,0,0,0,0,0,,,0
384,3,D'chica,22,385,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,2,Middle,Delhi,80.0,1.0,8000.0,1,1.0,80.0,2.0,4000.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,0,1,1,0,0,0,0,40.0,1.0,0
385,3,Refit,22,386,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Electronics,2,Middle,Delhi,200.0,0.5,40000.0,1,1.0,200.0,1.0,20000.0,3.0,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,1,1,0,0,1,66.66666666666667,0.3333333333333333,1
386,3,HouseOfBeautyIndia,22,387,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,1,Middle,Delhi,150.0,5.0,3000.0,0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,0,0,0,0,0,0,0,,,1
387,3,Artinci,23,388,22-Jan-24,31-Mar-24,21-Feb-24,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Food and Beverage,2,Middle,Karnataka,50.0,1.75,2857.142857,1,1.0,50.0,5.0,1000.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,0,0,0,0,50.0,5.0,0
388,3,TheRageRoom,23,389,22-Jan-24,31-Mar-24,21-Feb-24,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Business Services,1,Middle,Telangana,20.0,30.0,66.66666667,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,,,0
389,3,Aastey,23,390,22-Jan-24,31-Mar-24,21-Feb-24,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Beauty/Fashion,2,Middle,"Delhi,Maharashtra",80.0,2.0,4000.0,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,,,0
390,3,Matri,24,391,22-Jan-24,31-Mar-24,22-Feb-24,Winning Over The Sharks,Rahul Dua,Medical/Health,2,Middle,West Bengal,60.0,4.0,1500.0,1,1.0,60.0,4.0,1500.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,1,1,0,0,0,0,0,30.0,2.0,0
391,3,Rubbabu,24,392,22-Jan-24,31-Mar-24,22-Feb-24,Winning Over The Sharks,Rahul Dua,Manufacturing,3,Old,Delhi,200.0,5.0,4000.0,0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,0,0,0,0,0,0,0,,,0
392,3,GulaboJaipur,24,393,22-Jan-24,31-Mar-24,22-Feb-24,Winning Over The Sharks,Rahul Dua,Beauty/Fashion,2,Middle,Rajasthan,90.0,1.0,9000.0,0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,0,0,0,0,0,0,0,,,0
393,3,AristaVault,25,394,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Manufacturing,2,Middle,Delhi,45.0,1.5,3000.0,1,1.0,20.0,1.0,2000.0,1.0,,"Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0,0,0,0,1,0,0,0,20.0,1.0,0
394,3,ToHands,25,395,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Technology/Software,3,Young,"Tamil Nadu,Uttar Pradesh",55.0,1.0,5500.0,1,1.0,60.0,2.0,3000.0,2.0,"Varun Dua,Radhika Gupta","Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0,0,0,0,0,0,0,0,30.0,1.0,0
395,3,PlusGold,25,396,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Technology/Software,2,Middle,Karnataka,60.0,1.0,6000.0,1,1.0,60.0,1.5,4000.0,1.0,Varun Dua,"Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0,0,0,0,0,0,0,0,60.0,1.5,0
396,3,Aroleap,26,397,22-Jan-24,31-Mar-24,26-Feb-24,Entrepreneurship On The Rise,Rahul Dua,Medical/Health,3,Middle,Karnataka,100.0,2.5,4000.0,1,1.0,100.0,5.0,2000.0,4.0,Azhar Iqubal,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0,0,0,0,1,1,0,1,25.0,1.25,1
397,3,Cosmix,26,398,22-Jan-24,31-Mar-24,26-Feb-24,Entrepreneurship On The Rise,Rahul Dua,Medical/Health,2,Middle,Maharashtra,100.0,1.0,10000.0,1,1.0,100.0,1.0,10000.0,1.0,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0,0,1,0,0,0,0,0,100.0,1.0,1
398,3,Fabriclore,26,399,22-Jan-24,31-Mar-24,26-Feb-24,Entrepreneurship On The Rise,Rahul Dua,Beauty/Fashion,3,Middle,Rajasthan,68.7,1.0,6870.0,0,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0,0,0,0,0,0,0,0,,,1
399,3,PolishMePretty,27,400,22-Jan-24,31-Mar-24,27-Feb-24,Entrepreneur's Path To Success,Rahul Dua,Beauty/Fashion,1,Young,Maharashtra,25.0,25.0,100.0,1,1.0,25.0,25.0,100.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,0,1,0,0,25.0,25.0,0
400,3,GridMats,27,401,22-Jan-24,31-Mar-24,27-Feb-24,Entrepreneur's Path To Success,Rahul Dua,Manufacturing,2,Middle,Maharashtra,500.0,2.0,25000.0,0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,,,0
401,3,UnclePetersPanCakes,27,402,22-Jan-24,31-Mar-24,27-Feb-24,Entrepreneur's Path To Success,Rahul Dua,Food and Beverage,2,Middle,"West Bengal,Uttar Pradesh",60.0,2.0,3000.0,1,1.0,60.0,3.0,2000.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,0,1,1,1,0,0,0,20.0,1.0,1
