,Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Number of Presenters,Pitchers Average Age,Pitchers State,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Sharks in Deal,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present,Ashneer_present,Azhar_present,Ghazal_present,Deepinder_present,Radhika_present,Vikas_present,Ronnie_present,Varun_present,Ashneer_deal,Azhar_deal,Ghazal_deal,Deepinder_deal,Radhika_deal,Vikas_deal,Ronnie_deal,Varun_deal,deal_amount_per_shark,equity_per_shark
318,2,Naara-Aaba,51,319,02 Jan 2023,10 Mar 2023,10 Mar 2023,Gateway To Shark Tank India,Rahul Dua,Liquor/Alcohol,pears and plum wine,2,Middle,Arunachal Pradesh,75.0,2.5,3000.0,1,1,50.0,5.0,1000.0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.0,2.5
319,2,StyloBug,51,320,02 Jan 2023,10 Mar 2023,10 Mar 2023,Gateway To Shark Tank India,Rahul Dua,Beauty/Fashion,Girls Dresses Online,2,Middle,Delhi,80.0,2.0,4000.0,1,1,80.0,10.0,800.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.0,10.0
321,3,HonestHome,1,322,22 Jan 2024,31 Mar 2024,22 Jan 2024,Bigger Better and Smarter,Rahul Dua,Lifestyle/Home,Eco friendly products,1,Middle,Uttar Pradesh,100.0,2.0,5000.0,1,1,100.0,3.0,3333.333333,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,3.0
322,3,AdilQadri,1,323,22 Jan 2024,31 Mar 2024,22 Jan 2024,Bigger Better and Smarter,Rahul Dua,Beauty/Fashion,Perfumes and Attar,1,Young,Gujarat,100.0,0.5,20000.0,1,1,100.0,1.0,10000.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1.0
323,3,ConsciousChemist,1,324,22 Jan 2024,31 Mar 2024,22 Jan 2024,Bigger Better and Smarter,Rahul Dua,Beauty/Fashion,Skincare Products,2,Middle,Rajasthan,60.0,2.0,3000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
324,3,TheCinnamonKitchen,2,325,22 Jan 2024,31 Mar 2024,23 Jan 2024,An Entrepreneurial Showcase,Rahul Dua,Food and Beverage,Plant-based healthy snacks,1,Middle,Punjab,60.0,2.0,3000.0,1,1,60.0,5.0,1200.0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,5.0
325,3,WtfGyms,2,326,22 Jan 2024,31 Mar 2024,23 Jan 2024,An Entrepreneurial Showcase,Rahul Dua,Business Services,Gyms service,2,Middle,Uttar Pradesh,100.0,2.0,5000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
326,3,Intervue,2,327,22 Jan 2024,31 Mar 2024,23 Jan 2024,An Entrepreneurial Showcase,Rahul Dua,Technology/Software,Conducts technical interviews online,2,Young,"Punjab,Uttar Pradesh",150.0,1.0,15000.0,1,1,150.0,2.0,7500.0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150.0,2.0
327,3,RodBez,3,328,22 Jan 2024,31 Mar 2024,24 Jan 2024,Quest For Investment,Rahul Dua,Vehicles/Electrical Vehicles,Taxi-service for Bihar,2,Middle,Bihar,50.0,5.0,1000.0,1,1,20.0,5.0,400.0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,2.5
328,3,Blix,3,329,22 Jan 2024,31 Mar 2024,24 Jan 2024,Quest For Investment,Rahul Dua,Technology/Software,Robotics toys,1,Middle,Maharashtra,80.0,2.0,4000.0,1,1,80.0,4.0,2000.0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,2.0
329,3,Homversity,3,330,22 Jan 2024,31 Mar 2024,24 Jan 2024,Quest For Investment,Rahul Dua,Technology/Software,Digital student housing app,1,Young,Gujarat,65.0,2.0,3250.0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
330,3,TURMS,4,331,22 Jan 2024,31 Mar 2024,25 Jan 2024,Smart Solutions For A Smarter India,Rahul Dua,Beauty/Fashion,Intelligent Clothing,1,Old,Karnataka,120.0,2.0,6000.0,1,1,120.0,4.0,3000.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120.0,4.0
331,3,mintree,4,332,22 Jan 2024,31 Mar 2024,25 Jan 2024,Smart Solutions For A Smarter India,Rahul Dua,Beauty/Fashion,Skincare products,1,Middle,Maharashtra,90.0,1.0,9000.0,1,1,90.0,1.5,6000.0,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.0,0.75
332,3,80Wash,4,333,22 Jan 2024,31 Mar 2024,25 Jan 2024,Smart Solutions For A Smarter India,Rahul Dua,Manufacturing,Waterless washing machine,3,Middle,Punjab,100.0,2.5,4000.0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
333,3,DilFoods,5,334,22 Jan 2024,31 Mar 2024,26 Jan 2024,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Food and Beverage,Virtual restaurant service,1,Middle,Jharkhand,50.0,0.5,10000.0,1,1,200.0,2.67,7490.636704,4,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50.0,0.6675
334,3,AIKavach/Panoplia,5,335,22 Jan 2024,31 Mar 2024,26 Jan 2024,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Technology/Software,Online security app,1,Middle,Telangana,50.0,1.25,4000.0,1,1,100.0,2.5,4000.0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.0,1.25
335,3,Bartisans,5,336,22 Jan 2024,31 Mar 2024,26 Jan 2024,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Liquor/Alcohol,Cocktail Mocktail mixers,2,Middle,Maharashtra,100.0,2.5,4000.0,1,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
336,3,Aretto,6,337,22 Jan 2024,31 Mar 2024,29 Jan 2024,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Manufacturing,Expandable Shoes For Kids,1,Middle,Maharashtra,80.0,1.0,8000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
337,3,Kalakaram,6,338,22 Jan 2024,31 Mar 2024,29 Jan 2024,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Manufacturing,"Unique, creative and exciting DIY kits for all ages",1,Middle,Haryana,50.0,2.5,2000.0,1,1,60.0,6.0,0.0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2.0
338,3,NabhiSutra,6,339,22 Jan 2024,31 Mar 2024,29 Jan 2024,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Beauty/Fashion,Navel Ayurvedic Oils Online,2,Middle,Gujarat,60.0,3.0,2000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
339,3,Zorko,7,340,22 Jan 2024,31 Mar 2024,30 Jan 2024,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Food and Beverage,Quick service restaurant,2,Young,Gujarat,150.0,1.0,15000.0,1,0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
340,3,Tramboo,7,341,22 Jan 2024,31 Mar 2024,30 Jan 2024,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Fitness/Sports/Outdoors,Kashmir willow bats,2,Young,Jammu & Kashmir,30.0,3.0,1000.0,1,1,30.0,4.0,750.0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,2.0
341,3,WeHear,7,342,22 Jan 2024,31 Mar 2024,30 Jan 2024,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Medical/Health,Hearing Solutions,2,Middle,Gujarat,250.0,1.0,25000.0,1,1,250.0,1.0,25000.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,1.0
342,3,Tiggle,8,343,22 Jan 2024,31 Mar 2024,31 Jan 2024,Entrepreneurial Innovation,Rahul Dua,Food and Beverage,Chocolate mixes,1,Young,Uttar Pradesh,50.0,5.0,1000.0,1,1,50.0,20.0,250.0,2,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,10.0
343,3,WYLDCard,8,344,22 Jan 2024,31 Mar 2024,31 Jan 2024,Entrepreneurial Innovation,Rahul Dua,Technology/Software,Customer as Infulencer,3,Middle,Maharashtra,50.0,0.5,10000.0,1,1,75.0,1.5,5000.0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,1.5
344,3,upliance.ai,8,345,22 Jan 2024,31 Mar 2024,31 Jan 2024,Entrepreneurial Innovation,Rahul Dua,Lifestyle/Home,Smart Cooker,2,Middle,Karnataka,100.0,1.0,10000.0,1,0,0.0,0.0,0.0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
345,3,PizzaGalleria,9,346,22 Jan 2024,31 Mar 2024,01 Feb 2024,Entrepreneurial Brilliance,Rahul Dua,Food and Beverage,100% Veg Pizza,2,Middle,Haryana,100.0,2.0,5000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,3,AiCars,9,347,22 Jan 2024,31 Mar 2024,01 Feb 2024,Entrepreneurial Brilliance,Rahul Dua,Vehicles/Electrical Vehicles,Hydrogen powered AI Car,1,Young,Maharashtra,200.0,4.0,5000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
347,3,RooftopApp,9,348,22 Jan 2024,31 Mar 2024,01 Feb 2024,Entrepreneurial Brilliance,Rahul Dua,Technology/Software,Art Learning platform,1,Middle,Maharashtra,200.0,4.0,5000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
348,3,GoenchiFeni,10,349,22 Jan 2024,31 Mar 2024,02 Feb 2024,Pitching Innovation,Rahul Dua,Liquor/Alcohol,Alcohol brand,2,Middle,Goa,100.0,5.0,2000.0,1,1,200.0,15.0,1333.333333,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200.0,15.0
349,3,Arata,10,350,22 Jan 2024,31 Mar 2024,02 Feb 2024,Pitching Innovation,Rahul Dua,Beauty/Fashion,Hair care,2,Middle,Delhi,100.0,1.25,8000.0,1,1,100.0,1.33,7518.796992,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0.665
350,3,Vecros,10,351,22 Jan 2024,31 Mar 2024,02 Feb 2024,Pitching Innovation,Rahul Dua,Technology/Software,Spatial AI drone,2,Young,Delhi,100.0,2.5,4000.0,1,1,20.0,1.0,2000.0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1.0
351,3,GudGum,11,352,22 Jan 2024,31 Mar 2024,05 Feb 2024,Disrupting The Status Quo,Rahul Dua,Food and Beverage,Healthy Chewing Gum brand,2,Young,Karnataka,50.0,5.0,1000.0,1,1,80.0,10.0,800.0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2.5
352,3,EvaScalp,11,353,22 Jan 2024,31 Mar 2024,05 Feb 2024,Disrupting The Status Quo,Rahul Dua,Medical/Health,Post Chemo Scalp Cooling brand,1,Middle,Maharashtra,30.0,1.2,2500.0,1,1,30.0,1.8,1666.666667,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.6
353,3,Elitty,11,354,22 Jan 2024,31 Mar 2024,05 Feb 2024,Disrupting The Status Quo,Rahul Dua,Beauty/Fashion,Teenage Make-up,2,Middle,Haryana,100.0,4.0,2500.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
354,3,HoneyTwigs,12,355,22 Jan 2024,31 Mar 2024,06 Feb 2024,Showcase Of Innovation,Rahul Dua,Food and Beverage,Honey products,3,Middle,Delhi,75.0,3.0,2500.0,1,1,75.0,3.0,2500.0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1.0
355,3,Koparo,12,356,22 Jan 2024,31 Mar 2024,06 Feb 2024,Showcase Of Innovation,Rahul Dua,Food and Beverage,Coconut based Cleaning Products,1,Middle,Delhi,70.0,1.0,7000.0,1,1,70.0,1.0,7000.0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0.5
356,3,2Ballz,12,357,22 Jan 2024,31 Mar 2024,06 Feb 2024,Showcase Of Innovation,Rahul Dua,Beauty/Fashion,Mens Innerwear,3,Middle,Madhya Pradesh,30.0,5.0,600.0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
357,3,JewelBox,13,358,22 Jan 2024,31 Mar 2024,07 Feb 2024,Innovation Unleashed,Rahul Dua,Beauty/Fashion,Lab Grown Diamond Jewellery Brand,2,Middle,West Bengal,100.0,2.0,5000.0,1,1,200.0,6.0,3333.333333,5,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40.0,1.2
358,3,DaakRoom,13,359,22 Jan 2024,31 Mar 2024,07 Feb 2024,Innovation Unleashed,Rahul Dua,Business Services,Letter Writing Services,2,Middle,Delhi,36.0,4.0,900.0,1,1,36.0,6.0,600.0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.0,6.0
359,3,Nuvedo,13,360,22 Jan 2024,31 Mar 2024,07 Feb 2024,Innovation Unleashed,Rahul Dua,Food and Beverage,Mushroom Growing Service,2,Middle,Karnataka,50.0,3.0,1666.666667,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
360,3,WALK,14,361,22 Jan 2024,31 Mar 2024,08 Feb 2024,Pitch Perfect,Rahul Dua,Medical/Health,Wearable Mobility Aid,1,Young,Maharashtra,50.0,1.5,3333.333333,1,1,50.0,2.3,2173.913043,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1.15
361,3,RajaRaniCoaching,14,362,22 Jan 2024,31 Mar 2024,08 Feb 2024,Pitch Perfect,Rahul Dua,Beauty/Fashion,Clothes Tailoring Academy,2,Young,Gujarat,130.0,5.0,2600.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
362,3,DecodeAge,14,363,22 Jan 2024,31 Mar 2024,08 Feb 2024,Pitch Perfect,Rahul Dua,Medical/Health,Age Longetivity Supplements,3,Middle,Karnataka,100.0,1.25,8000.0,1,1,100.0,2.25,4444.444444,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.25
363,3,ALittleExtra,15,364,22 Jan 2024,31 Mar 2024,09 Feb 2024,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Hand Made Fabric Jewellery,1,Middle,Assam,48.0,6.0,800.0,1,1,60.0,7.5,800.0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,3.75
364,3,Assembly,15,365,22 Jan 2024,31 Mar 2024,09 Feb 2024,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,2,Middle,Haryana,85.0,1.0,8500.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
365,3,NasherMiles,15,366,22 Jan 2024,31 Mar 2024,09 Feb 2024,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,3,Middle,Maharashtra,300.0,0.75,40000.0,1,1,300.0,1.5,20000.0,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0.3
366,3,AltCo,16,367,22 Jan 2024,31 Mar 2024,12 Feb 2024,Innovation At Every Step,Rahul Dua,Food and Beverage,Plant based dairy products,2,Middle,Karnataka,150.0,2.0,7500.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
367,3,Without,16,368,22 Jan 2024,31 Mar 2024,12 Feb 2024,Innovation At Every Step,Rahul Dua,Beauty/Fashion,Products made from Waste Plastic,1,Middle,Maharashtra,75.0,1.0,7500.0,1,1,75.0,3.0,2500.0,2,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,37.5,1.5
368,3,Kibo,16,369,22 Jan 2024,31 Mar 2024,12 Feb 2024,Innovation At Every Step,Rahul Dua,Technology/Software,TrestleLabs Optical Character Recognition,2,Middle,"Haryana,Gujarat",60.0,1.0,6000.0,1,1,60.0,6.0,1000.0,2,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30.0,3.0
369,3,VOLD,17,370,22 Jan 2024,31 Mar 2024,13 Feb 2024,Innovation On Display,Rahul Dua,Food and Beverage,Energy Drink,1,Young,Maharashtra,50.0,2.0,2500.0,1,1,10.0,10.0,100.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0
370,3,Quirksmith,17,371,22 Jan 2024,31 Mar 2024,13 Feb 2024,Innovation On Display,Rahul Dua,Beauty/Fashion,Jewellery,2,Middle,Uttar Pradesh,80.0,1.0,8000.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
371,3,UrbanSpace,17,372,22 Jan 2024,31 Mar 2024,13 Feb 2024,Innovation On Display,Rahul Dua,Lifestyle/Home,Home Interiors,2,Middle,Gujarat,180.0,1.0,18000.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
372,3,HyperLab,18,373,22 Jan 2024,31 Mar 2024,14 Feb 2024,Building India Through Innovation,Rahul Dua,Fitness/Sports/Outdoors,"Sports analytics for agility, strength, reflexes, and stamina",3,Young,Gujarat,10.0,1.0,1000.0,1,1,25.0,1.0,2500.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1.0
373,3,EcoBiotraps,18,374,22 Jan 2024,31 Mar 2024,14 Feb 2024,Building India Through Innovation,Rahul Dua,Animal/Pets,Mosquito Breeding Prevention,3,Middle,"Gujarat,Maharashtra",50.0,2.0,2500.0,1,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
374,3,Hoora,18,375,22 Jan 2024,31 Mar 2024,14 Feb 2024,Building India Through Innovation,Rahul Dua,Technology/Software,Auto Care App,2,Middle,Maharashtra,80.0,2.0,4000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
375,3,YesMadam,19,376,22 Jan 2024,31 Mar 2024,15 Feb 2024,The Next Big Investment,Rahul Dua,Beauty/Fashion,Saloon service app,4,Middle,Delhi,150.0,0.5,30000.0,1,1,150.0,2.0,7500.0,4,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.5,0.5
376,3,Zerodor,19,377,22 Jan 2024,31 Mar 2024,15 Feb 2024,The Next Big Investment,Rahul Dua,Lifestyle/Home,Waterless Urinal Technology,2,Middle,"Gujarat,Maharashtra",100.0,3.0,3333.333333,1,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
377,3,ToffeeCoffeeRoasters,19,378,22 Jan 2024,31 Mar 2024,15 Feb 2024,The Next Big Investment,Rahul Dua,Food and Beverage,Coffee brand,2,Middle,Karnataka,60.0,2.0,3000.0,1,1,35.0,2.33,1502.145923,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.0,2.33
378,3,PushSports,20,379,22 Jan 2024,31 Mar 2024,16 Feb 2024,Pioneering Change,Rahul Dua,Fitness/Sports/Outdoors,Kids & young adults for recreation & professional sport,2,Middle,Delhi,80.0,1.0,8000.0,1,1,80.0,4.0,2000.0,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,2.0
379,3,ORBO,20,380,22 Jan 2024,31 Mar 2024,16 Feb 2024,Pioneering Change,Rahul Dua,Technology/Software,AI-powered tools for beauty brands,3,Middle,Maharashtra,100.0,0.75,13333.33333,1,1,100.0,1.0,10000.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1.0
380,3,CannazoIndia,20,381,22 Jan 2024,31 Mar 2024,16 Feb 2024,Pioneering Change,Rahul Dua,Beauty/Fashion,"Medical cannabis, alternative medications",3,Middle,Maharashtra,150.0,5.0,3000.0,1,0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
381,3,Chefling,21,382,22 Jan 2024,31 Mar 2024,19 Feb 2024,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,DIY Food Products,1,Young,Maharashtra,40.0,10.0,400.0,1,1,40.0,16.0,250.0,4,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,4.0
382,3,IntenseFocus,21,383,22 Jan 2024,31 Mar 2024,19 Feb 2024,Entrepreneurs Battle for Investment,Rahul Dua,Beauty/Fashion,Designer Eye Wear,1,Middle,,500.0,5.0,10000.0,0,0,0.0,0.0,0.0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
383,3,MilletAmma,21,384,22 Jan 2024,31 Mar 2024,19 Feb 2024,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,Millet based Products,2,Middle,Karnataka,100.0,3.0,3333.333333,0,0,0.0,0.0,0.0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
384,3,D'chica,22,385,22 Jan 2024,31 Mar 2024,20 Feb 2024,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Innerwears for Teenage Girls,2,Middle,Delhi,80.0,1.0,8000.0,1,1,80.0,2.0,4000.0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1.0
385,3,Refit,22,386,22 Jan 2024,31 Mar 2024,20 Feb 2024,Impressive Numbers and High Stakes,Rahul Dua,Electronics,Refurbished Phones,2,Middle,Delhi,200.0,0.5,40000.0,1,1,200.0,1.0,20000.0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666666666667,0.3333333333333333
386,3,HouseOfBeautyIndia,22,387,22 Jan 2024,31 Mar 2024,20 Feb 2024,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Skin care Products,1,Middle,Delhi,150.0,5.0,3000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
387,3,Artinci,23,388,22 Jan 2024,31 Mar 2024,21 Feb 2024,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Food and Beverage,Zero Sugar Desserts,2,Middle,Karnataka,50.0,1.75,2857.142857,1,1,50.0,5.0,1000.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,5.0
388,3,TheRageRoom,23,389,22 Jan 2024,31 Mar 2024,21 Feb 2024,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Business Services,Anger Management activities,1,Middle,Telangana,20.0,30.0,66.66666667,0,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
389,3,Aastey,23,390,22 Jan 2024,31 Mar 2024,21 Feb 2024,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Beauty/Fashion,Athleisure Wear Company,2,Middle,"Delhi,Maharashtra",80.0,2.0,4000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
390,3,Matri,24,391,22 Jan 2024,31 Mar 2024,22 Feb 2024,Winning Over The Sharks,Rahul Dua,Medical/Health,Period Pain Relieving Devices,2,Middle,West Bengal,60.0,4.0,1500.0,1,1,60.0,4.0,1500.0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2.0
391,3,Rubbabu,24,392,22 Jan 2024,31 Mar 2024,22 Feb 2024,Winning Over The Sharks,Rahul Dua,Manufacturing,Rubber Foam Toys for kids,3,Old,Delhi,200.0,5.0,4000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
392,3,GulaboJaipur,24,393,22 Jan 2024,31 Mar 2024,22 Feb 2024,Winning Over The Sharks,Rahul Dua,Beauty/Fashion,Traditional Jaipur Clothing,2,Middle,Rajasthan,90.0,1.0,9000.0,0,0,0.0,0.0,0.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
