,Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Number of Presenters,Pitchers Average Age,Pitchers State,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Sharks in Deal,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present,Aman_deal,Namita_deal,Vineeta_deal,Anupam_deal,peyush_deal,Ritesh_deal,Amit_deal,deal_amount_per_shark,equity_per_shark,Boot Strapped
82,1,IsakFragrances,26,83,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Beauty/Fashion,1,Young,Uttar Pradesh,50.0,8.0,625.0,1,1.0,50.0,50.0,100.0,1.0,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,1,0,0,50.0,50.0,0
83,1,JulaaAutomation,26,84,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Manufacturing,3,Middle,Gujarat,50.0,10.0,500.0,0,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,0,,,0
84,1,RarePlanet,26,85,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Manufacturing,2,Middle,West Bengal,65.0,1.0,6500.0,1,1.0,65.0,3.0,2167.0,1.0,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,1,0,0,0,0,0,65.0,3.0,0
85,1,ThekaCoffee,27,86,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Food and Beverage,1,Young,Gujarat,50.0,10.0,500.0,0,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,0,,,0
86,1,WattTechnovations,27,87,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Medical/Health,1,Young,Maharashtra,0.00101,2.0,0.0,1,1.0,0.00101,4.0,0.0,4.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,1,0,1,1,0,0,0.0002525,1.0,0
87,1,AlisteTechnologies,27,88,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Technology/Software,6,Young,Uttar Pradesh,60.0,5.0,1200.0,1,0.0,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,0,,,0
88,1,InsuranceSamadhan,27,89,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Business Services,3,Middle,Uttar Pradesh,100.0,1.0,10000.0,1,1.0,100.0,4.0,2500.0,1.0,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,1,0,0,100.0,4.0,0
89,1,HumpyA2,28,90,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Food and Beverage,3,Middle,Maharashtra,75.0,4.0,1875.0,1,1.0,100.0,15.0,667.0,3.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,1,0,1,0,0,33.333333333333336,5.0,0
90,1,KunafaWorld,28,91,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Food and Beverage,2,Young,Karnataka,90.0,5.0,1800.0,0,,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,0,,,0
91,1,GoldSafeSolutions,28,92,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Manufacturing,2,Middle,Maharashtra,50.0,5.0,1000.0,1,1.0,50.0,30.0,167.0,3.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,1,0,1,0,0,16.666666666666668,10.0,0
92,1,WakaoFoods,29,93,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Food and Beverage,1,Middle,Goa,75.0,5.0,1500.0,1,1.0,75.0,21.0,357.0,3.0,Ghazal Alagh,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,1,1,0,0,0,0,25.0,7.0,0
93,1,PDDFalcon,29,94,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Manufacturing,2,Young,Gujarat,75.0,3.0,2500.0,1,0.0,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,0,,,0
94,1,PlayBoxTV,29,95,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Business Services,2,Young,Maharashtra,100.0,3.5,2857.0,1,0.0,,,,,,Ghazal Alagh,1.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,0,,,0
95,1,Sippline,30,96,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Manufacturing,1,Middle,Maharashtra,75.0,15.0,500.0,0,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,0,0,0,0,0,0,,,0
96,1,KabaddiAdda,30,97,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Fitness/Sports/Outdoors,2,Middle,Karnataka,80.0,1.0,8000.0,1,1.0,80.0,6.0,1333.0,2.0,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,1,1,0,0,0,0,40.0,3.0,0
97,1,ShadesofSpring,30,98,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Business Services,2,Young,Karnataka,300.0,1.0,30000.0,0,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,0,0,0,0,0,0,,,0
98,1,Scholify,30,99,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Children/Education,1,Middle,Karnataka,50.0,7.5,667.0,0,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,0,0,0,0,0,0,,,0
99,1,Scrapshala,31,100,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,2,Middle,Uttar Pradesh,50.0,10.0,500.0,0,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,0,0,0,0,0,0,,,0
100,1,Sabjikothi,31,101,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,2,Young,Bihar,60.0,2.5,2400.0,0,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,0,0,0,0,0,0,,,0
101,1,AyuRythm,31,102,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Medical/Health,3,Middle,Karnataka,75.0,2.0,3750.0,1,1.0,75.0,2.68,2799.0,1.0,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,1,0,0,0,0,0,0,75.0,2.68,0
102,1,Astrix,31,103,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,2,Middle,Tamil Nadu,75.0,3.0,2500.0,0,,,,,,,Ashneer Grover,1.0,1.0,1.0,1.0,,,,1.0,0,0,0,0,0,0,0,,,0
103,1,TheaAndSid,32,104,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Business Services,2,Middle,Maharashtra,80.0,7.0,1143.0,0,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,0,0,0,0,0,0,,,0
104,1,ExperentialEtc,32,105,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Technology/Software,2,Middle,Maharashtra,200.0,4.0,5000.0,1,0.0,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,0,0,0,0,0,0,,,0
105,1,GrowFitter,32,106,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Technology/Software,2,Middle,Maharashtra,50.0,1.0,5000.0,1,1.0,50.0,2.0,2500.0,1.0,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,1,0,0,0,0,0,0,50.0,2.0,0
106,1,C3Med-Tech,32,107,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Medical/Health,2,Middle,Gujarat,35.0,6.0,583.0,1,0.0,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,0,0,0,0,0,0,,,0
107,1,ColourMeMad-CMM,33,108,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Beauty/Fashion,2,Middle,Maharashtra,40.0,10.0,400.0,1,1.0,40.0,25.0,160.0,1.0,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,1,0,0,0,0,0,40.0,25.0,0
108,1,Mavi's,33,109,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Food and Beverage,2,Middle,Maharashtra,40.0,5.0,800.0,0,,,,,,,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,0,0,0,0,0,0,,,0
109,1,TweekLabs,33,110,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Fitness/Sports/Outdoors,4,Middle,Delhi,40.0,2.0,2000.0,1,1.0,60.0,10.0,600.0,3.0,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,0,0,1,1,0,0,20.0,3.3333333333333335,0
110,1,Proxgy,33,111,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Technology/Software,2,Middle,Delhi,35.0,1.0,3500.0,1,1.0,100.0,10.0,1000.0,2.0,Ashneer Grover,Ashneer Grover,1.0,,1.0,1.0,1.0,,,1.0,0,0,0,0,1,0,0,50.0,5.0,0
111,1,NomadFoodProject,34,112,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food and Beverage,2,Young,"Delhi,Maharashtra",40.0,10.0,400.0,1,1.0,40.0,20.0,200.0,4.0,"Ghazal Alagh,Ashneer Grover","Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,0,1,1,0,0,0,0,10.0,5.0,0
112,1,TweeInOne,34,113,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Beauty/Fashion,1,Young,Maharashtra,30.0,7.5,400.0,0,,,,,,,"Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,0,0,0,0,0,0,0,,,0
113,1,GreenProtein,34,114,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food and Beverage,2,Middle,Maharashtra,60.0,2.0,3000.0,1,0.0,,,,,,"Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,0,0,0,0,0,0,0,,,0
114,1,On2Cook,34,115,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food and Beverage,1,Middle,Gujarat,100.0,1.0,10000.0,0,,,,,,,"Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,0,0,0,0,0,0,0,,,0
115,1,JainShikanji,35,116,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Food and Beverage,1,Middle,Uttar Pradesh,40.0,8.0,500.0,1,1.0,40.0,30.0,133.0,4.0,Ashneer Grover,"Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,1,0,1,1,0,0,0,10.0,7.5,0
116,1,Woloo,35,117,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Technology/Software,3,Middle,Maharashtra,50.0,4.0,1250.0,1,0.0,,,,,,"Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,0,0,0,0,0,0,0,,,0
117,1,ElcareIndia,35,118,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Medical/Health,3,Middle,Maharashtra,100.0,2.5,4000.0,0,,,,,,,"Ghazal Alagh,Ashneer Grover",1.0,1.0,1.0,1.0,1.0,,,2.0,0,0,0,0,0,0,0,,,0
118,1,SneaKare,36,119,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,1,Young,Delhi,20.0,5.0,400.0,1,1.0,21.0,12.0,175.0,3.0,,,1.0,1.0,,1.0,1.0,,,,1,1,1,0,0,0,0,7.0,4.0,0
119,1,FrenchCrown,36,120,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,2,Middle,Gujarat,150.0,0.33,45455.0,1,0.0,,,,,,,1.0,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,,,0
120,1,StoreMyGoods,36,121,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Business Services,3,Middle,Uttar Pradesh,100.0,1.75,5714.0,1,1.0,50.0,4.0,1250.0,2.0,,,1.0,1.0,,1.0,1.0,,,,0,1,0,0,1,0,0,25.0,2.0,0
121,1,Devnagri,36,122,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Technology/Software,2,Middle,Delhi,100.0,1.0,10000.0,1,0.0,,,,,,,1.0,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,,,0
